No,Classification,Name of Cultural Heritage,Korean,Address,,,,,,,
141,National Treasure,Folding Screen of Gunseondo (Daoist Immortals) by Kim Hong-do,김홍도 필 군선도 병풍 ( 金弘道 筆 群仙圖 屛風 ),Seoul Yongsan-gu,,,,,,,
142,National Treasure,Bronze Mirror with Inlaid Mother-of-pearl Floral Design,나전 화문 동경 ( 螺鈿 花文 銅鏡 ),Seoul Yongsan-gu,,,,,,,
143,National Treasure,Bronze Mirror with Fine Linear Design,정문경 ( 精文鏡 ),Seoul Dongjak-gu,,,,,,,
144,National Treasure,Dongguk jeongun (Standard Rhymes of the Eastern State),동국정운 ( 東國正韻 ),Seoul Gwangjin-gu,,,,,,,
145,National Treasure,"Bronze Artifacts from Daegok-ri, Hwasun",화순 대곡리 청동기 일괄 ( 和順 大谷里 靑銅器 一括 ),Gwangju Buk-gu,,,,,,,
146,National Treasure,"Rock-carved Seated Buddha in Wolchulsan Mountain, Yeongam",영암 월출산 마애여래좌상 ( 靈巖 月出山 磨崖如來坐像 ),Jeollanam-do Yeongam-gun,,,,,,,
147,National Treasure,Bronze Brazier with Demon Face Decoration,귀면 청동로 ( 鬼面 靑銅爐 ),Seoul Yongsan-gu,,,,,,,
148,National Treasure,Bronze Rattles from Nonsan (Presumed),전 논산 청동방울 일괄 ( 傳 論山 靑銅鈴 一括 ),Seoul Yongsan-gu,,,,,,,
149,National Treasure,"Petroglyphs of Cheonjeon-ri, Ulju",울주 천전리 명문과 암각화 ( 蔚州 川前里 銘文과 岩刻畫 ),Ulsan Ulju-gun,,,,,,,
150,National Treasure,"Sipchil sachan gogeum tongyo (Essentials of Seventeen Dynastic Histories), Volume 16",십칠사찬고금통요 권16 ( 十七史纂古今通要 卷十六 ),Seoul Gwanak-gu,,,,,,,
151,National Treasure,"Sipchil sachan gogeum tongyo (Essentials of Seventeen Dynastic Histories), Volume 17",십칠사찬고금통요 권17 ( 十七史纂古今通要 卷十七 ),Seoul Seocho-gu,,,,,,,
152,National Treasure,"Dongnae seonsaeng gyojeong buksa sangjeol (Commentary on the History of the Northern Dynasties), Volumes 4 and 5","동래선생교정북사상절 권4, 5 ( 東萊先生校正北史詳節 卷四, 五 )",Seoul Seongbuk-gu,,,,,,,
153,National Treasure,"Dongnae seonsaeng gyojeong buksa sangjeol (Commentary on the History of the Northern Dynasties), Volume 6",동래선생교정북사상절 권6 ( 東萊先生校正北史詳節 卷六 ),Seoul Jung-gu,,,,,,,
154,National Treasure,"Songjo pyojeon chongnyu (Collection of Appeals and Letters to the Emperors of the Song Dynasty), Volume 7",송조표전총류 권7 ( 宋朝表牋總類 卷七 ),Seoul Gwanak-gu,,,,,,,
155,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 정족산사고본 ( 朝鮮王朝實錄 鼎足山史庫本 ),Seoul Gwanak-gu,,,,,,,
156,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 태백산사고본 ( 朝鮮王朝實錄 太白山史庫本 ),Busan Yeonje-gu,,,,,,,
157,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 오대산사고본 ( 朝鮮王朝實錄 五臺山史庫本 ),Seoul Jongno-gu,,,,,,,
158,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 적상산사고본 ( 朝鮮王朝實錄 赤裳山史庫本 ),Seoul Yongsan-gu,,,,,,,
159,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 봉모당본 ( 朝鮮王朝實錄 奉謨堂本 ),Gyeonggi-do Seongnam-si,,,,,,,
160,National Treasure,Joseon wangjo sillok (Annals of the Joseon Dynasty),조선왕조실록 낙질 및 산엽본 ( 朝鮮王朝實錄 落帙 및 散葉本 ),Seoul Gwanak-gu,,,,,,,
161,National Treasure,Bibyeonsa deungnok (Records of the Border Defense Council),비변사등록 ( 備邊司謄錄 ),Seoul Gwanak-gu,,,,,,,
162,National Treasure,Ilseongnok (Daily Records of the Royal Court and Important Officials),일성록 ( 日省錄 ),Seoul Gwanak-gu,,,,,,,
163,National Treasure,Gold Diadem Ornaments of King Muryeong,무령왕 금제 관식 ( 武寧王 金製 冠飾 ),Chungcheongnam-do Gongju-si,,,,,,,
164,National Treasure,Gold Diadem Ornaments of the Queen Consort of King Muryeong,무령왕비 금제 관식 ( 武寧王妃 金製 冠飾 ),Seoul Yongsan-gu,,,,,,,
165,National Treasure,Gold Earrings of King Muryeong,무령왕 금귀걸이 ( 武寧王 金製耳飾 ),Chungcheongnam-do Gongju-si,,,,,,,
166,National Treasure,Gold Earrings of the Queen Consort of King Muryeong,무령왕비 금귀걸이 ( 武寧王妃 金製耳飾 ),Chungcheongnam-do Gongju-si,,,,,,,
167,National Treasure,Gold Necklaces of the Queen Consort of King Muryeong,무령왕비 금목걸이 ( 武寧王妃 金製頸飾 ),Chungcheongnam-do Gongju-si,,,,,,,
168,National Treasure,Gold Hairpin of King Muryeong,무령왕 금제 뒤꽂이 ( 武寧王 金製 釵 ),Chungcheongnam-do Gongju-si,,,,,,,
169,National Treasure,Silver Bracelets of the Queen Consort of King Muryeong,무령왕비 은팔찌 ( 武寧王妃 銀製釧 ),Chungcheongnam-do Gongju-si,,,,,,,
170,National Treasure,Bronze Mirrors from the Tomb of King Muryeong,무령왕릉 청동거울 일괄 ( 武寧王陵 銅鏡 一括 ),Chungcheongnam-do Gongju-si,,,,,,,
171,National Treasure,Stone Guardian from the Tomb of King Muryeong,무령왕릉 석수 ( 武寧王陵 石獸 ),Chungcheongnam-do Gongju-si,,,,,,,
172,National Treasure,Buried Memorial Tablets from the Tomb of King Muryeong,무령왕릉 지석 ( 武寧王陵 誌石 ),Chungcheongnam-do Gongju-si,,,,,,,
173,National Treasure,Headrest of the Queen Consort of King Muryeong,무령왕비 베개 ( 武寧王妃 頭枕 ),Chungcheongnam-do Gongju-si,,,,,,,
174,National Treasure,Footrest of King Muryeong,무령왕 발받침 ( 武寧王 足座 ),Chungcheongnam-do Gongju-si,,,,,,,
175,National Treasure,White Porcelain Jar with Plum and Bamboo Design in Underglaze Iron,백자 철화매죽문 항아리 ( 白磁 鐵畵梅竹文 壺 ),Seoul Yongsan-gu,,,,,,,
176,National Treasure,Celadon Ewer in the Shape of a Human Figure,청자 인물형 주전자 ( 靑磁 人物形 注子 ),Seoul Yongsan-gu,,,,,,,
177,National Treasure,Celadon Bottle with Bamboo Design in Relief,청자 양각죽절문 병 ( 靑磁 陽刻竹節文 甁 ),Seoul Yongsan-gu,,,,,,,
178,National Treasure,"White Porcelain Lidded Jar with Plum, Bird and Bamboo Design in Underglaze Cobalt Blue",백자 청화매조죽문 유개항아리 ( 白磁 靑畵梅鳥竹文 有蓋壺 ),Seoul Yongsan-gu,,,,,,,
179,National Treasure,Bronze Lidded Bowl with Silver-inlaid Phoenix Design,청동 은입사 봉황문 합 ( 靑銅 銀入絲 鳳凰文 盒 ),Seoul Yongsan-gu,,,,,,,
180,National Treasure,Artifacts Excavated from the Tomb of Lady Jeong,진양군 영인정씨묘 출토 유물 ( 晋陽郡 令人鄭氏墓 出土 遺物 ),Seoul Yongsan-gu,,,,,,,
181,National Treasure,Celadon Seated Arhat with Paste-on-paste White Dot Design,청자 퇴화점문 나한좌상 ( 靑磁 堆花點文 羅漢坐像 ),Seoul Gangnam-gu,,,,,,,
182,National Treasure,Gilt-bronze Candlesticks with Inlaid Crystal Ornaments,금동 수정 장식 촛대 ( 金銅 水晶 裝飾 燭臺 ),Seoul Yongsan-gu,,,,,,,
183,National Treasure,White Porcelain Bowl with Inlaid Lotus and Scroll Design,백자 상감연화당초문 대접 ( 白磁 象嵌蓮花唐草文 大楪 ),Seoul Yongsan-gu,,,,,,,
184,National Treasure,"White Porcelain Jar with Pine and Bamboo Design and Inscription of ""the Second Hongchi Year"" in Underglaze Cobalt Blue",백자 청화 '홍치2년 '명 송죽문 항아리 ( 白磁 靑畵‘弘治二年’銘 松竹文 立壺 ),Seoul Jung-gu,,,,,,,
185,National Treasure,Buncheong Placenta Jars with Stamped Chrysanthemum Design,분청사기 인화국화문 태항아리 ( 粉靑沙器 印花菊花文 胎壺 ),Seoul Seongbuk-gu,,,,,,,
186,National Treasure,Buncheong Flat Bottle with Incised Fish Design,분청사기 음각어문 편병 ( 粉靑沙器 陰刻魚文 扁甁 ),Seoul Yongsan-gu,,,,,,,
187,National Treasure,Buncheong Flat Bottle with Sgraffito Lotus and Fish Design,분청사기 박지연화어문 편병 ( 粉靑沙器 剝地蓮花魚文 扁甁 ),Seoul Gwanak-gu,,,,,,,
188,National Treasure,Sehando (Winter Scene) by Kim Jeong-hui,김정희 필 세한도 ( 金正喜 筆 歲寒圖 ),Seoul Yongsan-gu,,,,,,,
189,National Treasure,Red Certificate Issued to Jang Yang-su,장양수 홍패 ( 張良守 紅牌 ),Gyeongsangbuk-do Uljin-gun,,,,,,,
190,National Treasure,"Gilt-bronze Standing Buddha from Seonsan-eup, Gumi",구미 선산읍 금동여래입상 ( 龜尾 善山邑 金銅如來立像 ),Daegu Suseong-gu,,,,,,,
191,National Treasure,"Gilt-bronze Standing Bodhisattva from Seonsan-eup, Gumi",구미 선산읍 금동보살입상(1976-1) ( 龜尾 善山邑 金銅菩薩立像(1976-1) ),Daegu Suseong-gu,,,,,,,
192,National Treasure,"Gilt-bronze Standing Bodhisattva from Seonsan-eup, Gumi",구미 선산읍 금동보살입상(1976-2) ( 龜尾 善山邑 金銅菩薩立像(1976-2) ),Daegu Suseong-gu,,,,,,,
193,National Treasure,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Silver on Oak Paper,상지은니 묘법연화경 ( 橡紙銀泥 妙法蓮華經 ),Seoul Yongsan-gu,,,,,,,
194,National Treasure,"Gilt-bronze Standing Buddha from Sinhwa-ri, Yangpyeong",양평 신화리 금동여래입상 ( 楊平 新花里 金銅如來立像 ),Seoul Yongsan-gu,,,,,,,
195,National Treasure,"Five-story Stone Brick Pagoda in Sanhae-ri, Yeongyang",영양 산해리 오층모전석탑 ( 英陽 山海里 五層模塼石塔 ),Gyeongsangbuk-do Yeongyang-gun,,,,,,,
196,National Treasure,Gold Crown from Cheonmachong Tomb,천마총 금관 ( 天馬塚 金冠 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
197,National Treasure,Gold Cap from Cheonmachong Tomb,천마총 관모 ( 天馬塚 冠帽 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
198,National Treasure,Gold Waist Belt from Cheonmachong Tomb,천마총 금제 허리띠 ( 天馬塚 金製 銙帶 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
199,National Treasure,Gold Crown from the North Mound of Hwangnamdaechong Tomb,황남대총 북분 금관 ( 皇南大塚 北墳 金冠 ),Seoul Yongsan-gu,,,,,,,
200,National Treasure,Gold Waist Belt from the North Mound of Hwangnamdaechong Tomb,황남대총 북분 금제 허리띠 ( 皇南大塚 北墳 金製 銙帶 ),Seoul Yongsan-gu,,,,,,,
201,National Treasure,"Glass Ewer and Cups from the South Mound of the Tomb No. 98, Gyeongju",경주 98호 남분 유리병 및 잔 ( 慶州 九十八號 南墳 琉璃甁 및 盞 ),Seoul Yongsan-gu,,,,,,,
202,National Treasure,Gold Necklace from the South Mound of Hwangnamdaechong Tomb,황남대총 남분 금목걸이 ( 皇南大塚 南墳 金製頸飾 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
203,National Treasure,Long-necked Jar with Clay Figurines,토우장식 장경호 ( 土偶裝飾 長頸壺 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
204,National Treasure,"Silla Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, in Ink on White Paper, Volumes 1-10 and 44-50","신라백지묵서 대방광불화엄경 주본 권1~10, 44~50 ( 新羅白紙墨書 大方廣佛華嚴經 周本 卷一~十, 四十四~五十 )",Seoul Yongsan-gu,,,,,,,
205,National Treasure,"Stupa of State Preceptor Bogak at Cheongnyongsa Temple Site, Chungju",충주 청룡사지 보각국사탑 ( 忠州 靑龍寺址 普覺國師塔 ),Chungcheongbuk-do Chungju-si,,,,,,,
206,National Treasure,"Jeokseongbi Monument of Silla, Danyang",단양 신라 적성비 ( 丹陽 新羅 赤城碑 ),Chungcheongbuk-do Danyang-gun,,,,,,,
207,National Treasure,"Rock-carved Buddhas of Sinseonsa Temple in Danseoksan Mountain, Gyeongju",경주 단석산 신선사 마애불상군 ( 慶州 斷石山 神仙寺 磨崖佛像群 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
208,National Treasure,Gilt-bronze Standing Bodhisattva,금동보살입상(1979) ( 金銅菩薩立像(1979) ),Busan Nam-gu,,,,,,,
209,National Treasure,"Rock-carved Seated Buddha in Bukji-ri, Bonghwa",봉화 북지리 마애여래좌상 ( 奉化 北枝里 磨崖如來坐像 ),Gyeongsangbuk-do Bonghwa-gun,,,,,,,
210,National Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Jin Version, Volume 37",대방광불화엄경 진본 권37 ( 大方廣佛華嚴經 晋本 卷三十七 ),Seoul Seodaemun-gu,,,,,,,
211,National Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, Volume 6",대방광불화엄경 주본 권6 ( 大方廣佛華嚴經 周本 卷六 ),Seoul Jung-gu,,,,,,,
212,National Treasure,"Avatamsaka Sutra (The Flower Garland Sutra), Zhou Version, Volume 36",대방광불화엄경 주본 권36 ( 大方廣佛華嚴經 周本 卷三十六 ),Seoul Jung-gu,,,,,,,
213,National Treasure,"Goguryeobi Monument, Chungju",충주 고구려비 ( 忠州 高句麗碑 ),Chungcheongbuk-do Chungju-si,,,,,,,
214,National Treasure,"Printing Woodblocks of Miscellaneous Buddhist Scriptures in Haeinsa Temple, Hapcheon",합천 해인사 고려목판 ( 陜川 海印寺 高麗木板 ),Gyeongsangnam-do Hapcheon-gun,,,,,,,
215,National Treasure,"Jangni cheonmado (Painting of Heavenly Horse on a Saddle Flap) from Cheonmachong Tomb, Gyeongju",경주 천마총 장니 천마도 ( 慶州 天馬塚 障泥 天馬圖 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
216,National Treasure,Gilt-bronze Reliquary from Sakyamuni Stupa of Dorisa Temple,도리사 세존사리탑 금동 사리기 ( 桃李寺 世尊舍利塔 金銅舍利器 ),Gyeongsangbuk-do Gimcheon-si,,,,,,,
217,National Treasure,Stone Pagoda of Casket Seal Dharani,보협인석탑 ( 寶篋印石塔 ),Seoul Jung-gu,,,,,,,
218,National Treasure,"Transcription of Amoghapasha kalparaja Sutra (Infallible Lasso’s Mantra and Supernatural Transformations: King of Ritual Manuals) in Silver on Indigo Paper, Volume 13",감지은니 불공견삭신변진언경 권13 ( 紺紙銀泥 不空羂索紳變眞言經 卷十三 ),Seoul Yongsan-gu,,,,,,,
219,National Treasure,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Ink on White Paper,백지묵서 묘법연화경 ( 白紙墨書 妙法蓮華經 ),Seoul Gwanak-gu,,,,,,,
220,National Treasure,"Shurangama Sutra (The Sutra of the Heroic One), Korean Translation",대불정여래밀인수증요의제보살만행수능엄경(언해) ( 大佛頂如來密因修證了義諸菩薩萬行首楞嚴經(諺解) ),Seoul Jung-gu,,,,,,,
221,National Treasure,Gilt-bronze Miniature Pagoda,금동탑 ( 金銅塔 ),Seoul Yongsan-gu,,,,,,,
222,National Treasure,"Bronze Incense Burner with Inscription of ""Heungwangsa Temple"" and Silver-inlaid Design",흥왕사명 청동 은입사 향완 ( 興王寺銘 靑銅 銀入絲 香垸 ),Seoul Yongsan-gu,,,,,,,
223,National Treasure,"Transcription of Avatamsaka Sutra (The Flower Garland Sutra), Zhenyuan Version, in Silver on Indigo Paper, Volume 31",감지은니 대방광불화엄경 정원본 권31 ( 紺紙銀泥 大方廣佛華嚴經 貞元本 卷三十一 ),Seoul Yongsan-gu,,,,,,,
224,National Treasure,Inwang jesaekdo (Scene of Inwangsan Mountain After Rain) by Jeong Seon,정선 필 인왕제색도 ( 鄭敾 筆 仁王霽色圖 ),Seoul Yongsan-gu,,,,,,,
225,National Treasure,Geumgang jeondo (Complete View of Geumgangsan Mountain) by Jeong Seon,정선 필 금강전도 ( 鄭敾 筆 金剛全圖 ),Seoul Yongsan-gu,,,,,,,
226,National Treasure,Painting of Amitabha Buddha Triad,아미타삼존도 ( 阿彌陀三尊圖 ),Seoul Yongsan-gu,,,,,,,
227,National Treasure,White Porcelain Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,백자 청화매죽문 항아리 ( 白磁 靑畵梅竹文 立壺 ),Seoul Yongsan-gu,,,,,,,
228,National Treasure,"Celadon Lidded Bowl and Saucer with Inlaid Dragon, Phoenix, and Peony Design",청자 상감용봉모란문 합 및 탁 ( 靑磁 象嵌龍鳳牡丹文 盒 및 托 ),Seoul Yongsan-gu,,,,,,,
229,National Treasure,"Wooden Seated Child Manjusri of Sangwonsa Temple, Pyeongchang",평창 상원사 목조문수동자좌상 ( 平昌 上院寺 木造文殊童子坐象 ),Gangwon-do Pyeongchang-gun,,,,,,,
230,National Treasure,White Porcelain Lidded Jar with Plum and Bamboo Design in Underglaze Cobalt Blue,백자 청화매죽문 유개항아리 ( 白磁 靑畵梅竹文 有蓋立壺 ),Seoul Gwanak-gu,,,,,,,
231,National Treasure,Geunjeongjeon Hall of Gyeongbokgung Palace,경복궁 근정전 ( 景福宮 勤政殿 ),Seoul Jongno-gu,,,,,,,
232,National Treasure,Gyeonghoeru Pavilion of Gyeongbokgung Palace,경복궁 경회루 ( 景福宮 慶會樓 ),Seoul Jongno-gu,,,,,,,
233,National Treasure,Injeongjeon Hall of Changdeokgung Palace,창덕궁 인정전 ( 昌德宮 仁政殿 ),Seoul Jongno-gu,,,,,,,
234,National Treasure,Myeongjeongjeon Hall of Changgyeonggung Palace,창경궁 명정전 ( 昌慶宮 明政殿 ),Seoul Jongno-gu,,,,,,,
235,National Treasure,Main Hall of Jongmyo Shrine,종묘 정전 ( 宗廟 正殿 ),Seoul Jongno-gu,,,,,,,
236,National Treasure,Celestial Chart Stone,천상열차분야지도 각석 ( 天象列次分野之圖 刻石 ),Seoul Jongno-gu,,,,,,,
237,National Treasure,Clepsydra of Changgyeonggung Palace,창경궁 자격루 누기 ( 昌慶宮 自擊漏 漏器 ),Seoul Jongno-gu,,,,,,,
238,National Treasure,Celestial Globe and Armillary Clock,혼천의 및 혼천시계 ( 渾天儀 및 渾天時計 ),Seoul Seongbuk-gu,,,,,,,
239,National Treasure,Bronze Age Moulds from Yeongam (Presumed),전 영암 거푸집 일괄 ( 傳 靈巖 鎔范一括 ),Seoul Dongjak-gu,,,,,,,
240,National Treasure,Certificate of Meritorious Subject Issued to Yi Hwa,이화 개국공신녹권 ( 李和 開國功臣錄券 ),Jeollabuk-do Jeonju-si,,,,,,,
241,National Treasure,"Stone Seated Vairocana Buddha from Seongnamamsa Temple Site, Sancheong",산청 석남암사지 석조비로자나불좌상 ( 山淸 石南巖寺址 石造毘盧遮那佛坐像 ),Gyeongsangnam-do Sancheong-gun,,,,,,,
242,National Treasure,"Agalmatolite Reliquary from the Stone Seated Vairocana Buddha from Seongnamamsa Temple Site, Sancheong",산청 석남암사지 석조비로자나불좌상 납석사리호 ( 山淸 石南巖寺址 石造毘盧遮那佛坐像 蠟石舍利壺 ),Busan Nam-gu,,,,,,,
243,National Treasure,Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Silver on Indigo Paper,감지은니 묘법연화경 ( 紺紙銀泥 妙法蓮華經 ),Seoul Yongsan-gu,,,,,,,
244,National Treasure,Transcription of Avatamsaka Sutra (The Flower Garland Sutra) in Gold on Indigo Paper,감지금니 대방광불화엄경보현행원품 ( 紺紙金泥 大方廣佛華嚴經普賢行願品 ),Seoul Yongsan-gu,,,,,,,
245,National Treasure,"West Five-story Stone Pagoda in Janghang-ri, Gyeongju",경주 장항리 서 오층석탑 ( 慶州 獐項里 西 五層石塔 ),Gyeongsangbuk-do Gyeongju-si,,,,,,,
246,National Treasure,Folding Screen of Gosan gugok sihwado (Poems and Paintings of the Nine Scenic Valleys of Gosan),고산구곡시화도 병풍 ( 高山九曲詩畵圖 屛風 ),Seoul Jongno-gu,,,,,,,
247,National Treasure,Sowon hwagaecheop (Calligraphy by Prince Anpyeong),소원화개첩 ( 小苑花開帖 ),Seoul Jongno-gu,,,,,,,
248,National Treasure,Portrait of Song Si-yeol,송시열 초상 ( 宋時烈 肖像 ),Seoul Yongsan-gu,,,,,,,
249,National Treasure,Self-portrait by Yun Du-seo,윤두서 자화상 ( 尹斗緖 自畵像 ),Jeollanam-do Haenam-gun,,,,,,,
250,National Treasure,"Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom), the First Tripitaka Koreana Edition, Volume 249",초조본 대반야바라밀다경 권249 ( 初雕本 大般若波羅蜜多經 卷二百四十九 ),Seoul Yongsan-gu,,,,,,,
251,National Treasure,"Sillabi Monument in Bongpyeong-ri, Uljin",울진 봉평리 신라비 ( 蔚珍 鳳坪里 新羅碑 ),Gyeongsangbuk-do Uljin-gun,,,,,,,
252,National Treasure,"Prakaranaryavaca Sastra (Acclamation of the Holy Teaching), the First Tripitaka Koreana Edition, Volume 11",초조본 현양성교론 권11 ( 初雕本 顯揚聖敎論 卷十一 ),Seoul Yongsan-gu,,,,,,,
253,National Treasure,"Yogacarabhumi Sastra (Discourse on the Stages of Yogic Practice), the First Tripitaka Koreana Edition, Volume 17",초조본 유가사지론 권17 ( 初雕本 瑜伽師地論 卷十七 ),Gyeonggi-do Yongin-si,,,,,,,
254,National Treasure,"Index of Tripitaka, the First Tripitaka Koreana Edition, Volume 20",초조본 신찬일체경원품차록 권20 ( 初雕本 新纘一切經源品次錄 卷二十 ),Seoul Yongsan-gu,,,,,,,
255,National Treasure,"Maharatnakuta Sutra (Sutra of the Great Accumulation of Treasures), the First Tripitaka Koreana Edition, Volume 59",초조본 대보적경 권59 ( 初雕本 大寶積經 卷五十九 ),Seoul Yongsan-gu,,,,,,,
