QuestionId,Name of Cultural Heritage,Question,Answer,AvgScore
02861697,Avatamsaka Sutra (The Flower Garland Sutra),What is the Avatamsaka Sutra also known as?,The Flower Garland Sutra,93.33
02861698,Avatamsaka Sutra (The Flower Garland Sutra),Who is traditionally credited with compiling the Avatamsaka Sutra?,Asanga,80.0
02861699,Avatamsaka Sutra (The Flower Garland Sutra),In which Buddhist tradition is the Avatamsaka Sutra considered a key text?,Mahayana,91.67
02871703,Avatamsaka Sutra (The Flower Garland Sutra),Who is credited with bringing the Avatamsaka Sutra to Korea?,Choe Chi-won,81.67
02871704,Avatamsaka Sutra (The Flower Garland Sutra),What is the significance of the Avatamsaka Sutra in Buddhism?,It is considered one of the most important Mahayana sutras.,85.0
02871705,Avatamsaka Sutra (The Flower Garland Sutra),In what year was the Avatamsaka Sutra first translated into Korean?,751 AD,90.0
02881709,"Bronze Bell with Inscription of ""Cheonheungsa Temple"" in Seonggeosan Mountain","Who composed the inscription of ""Cheonheungsa Temple"" on the bell?",Unknown,80.0
02881710,"Bronze Bell with Inscription of ""Cheonheungsa Temple"" in Seonggeosan Mountain",Where is Seonggeosan Mountain located?,South Korea,53.33
02881711,"Bronze Bell with Inscription of ""Cheonheungsa Temple"" in Seonggeosan Mountain",What is the significance of Cheonheungsa Temple in Korean history?,Buddhist temple built in 7th century,53.33
02891715,White Porcelain Bottle-shaped Ewer,Who is credited with creating this White Porcelain Bottle-shaped Ewer?,Unknown,53.33
02891716,White Porcelain Bottle-shaped Ewer,What was the purpose of this type of ewer during the Goryeo Dynasty?,Used for serving wine or water,73.33
02891717,White Porcelain Bottle-shaped Ewer,Where was this White Porcelain Bottle-shaped Ewer typically found within a household?,On a scholar's writing desk,73.33
02901721,Wooden Seated Amitabha Buddha and Excavated Relics of Heukseoksa Temple,Who is believed to have sculpted the Wooden Seated Amitabha Buddha?,Uisang,80.0
02901722,Wooden Seated Amitabha Buddha and Excavated Relics of Heukseoksa Temple,Where were the excavated relics of Heukseoksa Temple discovered?,"In Buyeo, South Korea",85.0
02901723,Wooden Seated Amitabha Buddha and Excavated Relics of Heukseoksa Temple,What is the significance of the inscription on the stele?,It provides historical information about the temple.,63.33
02911727,Tonggam sokpyeon (Supplement to the Comprehensive Mirror for Aid in Government),Who is credited with creating the 'Tonggam sokpyeon'?,Seo Geo-jeong,91.67
02911728,Tonggam sokpyeon (Supplement to the Comprehensive Mirror for Aid in Government),What is the purpose of the 'Tonggam sokpyeon'?,To help officials govern effectively,85.0
02911729,Tonggam sokpyeon (Supplement to the Comprehensive Mirror for Aid in Government),What period does the 'Tonggam sokpyeon' cover?,Goryeo Dynasty,90.0
02921733,Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom),What is the name of the sutra inscribed on this heritage?,Maha prajnaparamita Sutra,93.33
02921734,Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom),Who is believed to have written the Maha prajnaparamita Sutra?,Buddha,80.0
02921735,Maha prajnaparamita Sutra (Perfection of Transcendental Wisdom),In which country was the Maha prajnaparamita Sutra originally composed?,India,83.33
02931739,Petroglyphs of Bangudae Terrace in Daegok-ri,Who discovered the petroglyphs of Bangudae Terrace in Daegok-ri?,Local residents,80.0
02931740,Petroglyphs of Bangudae Terrace in Daegok-ri,What is the estimated age of the petroglyphs at Bangudae Terrace in Daegok-ri?,"4,000-5,000 years old",90.0
02931741,Petroglyphs of Bangudae Terrace in Daegok-ri,What is the significance of the petroglyphs at Bangudae Terrace in Daegok-ri?,They provide insight into prehistoric life and beliefs.,80.0
02941745,"White Porcelain Bowls with Inscription of ""Cheon (天)","What does the inscription ""Cheon (天)"" refer to?",Heaven,83.33
02941746,"White Porcelain Bowls with Inscription of ""Cheon (天)",What is the significance of Choe Chi-won in Korean history?,Scholar and poet,33.33
02941747,"White Porcelain Bowls with Inscription of ""Cheon (天)",What do the white porcelain bowls symbolize in Korean culture?,Elegance and refinement,53.33
02951751,Great Gilt-bronze Incense Burner of Baekje,What ancient kingdom does this Great Gilt-bronze Incense Burner belong to?,Baekje,91.67
02951752,Great Gilt-bronze Incense Burner of Baekje,Who unearthed this heritage in 1993?,Farmers,80.0
02961756,Stone Reliquary from Temple Site in Neungsan-ri,Who discovered the Stone Reliquary from Temple Site in Neungsan-ri?,Archaeologists,56.67
02961757,Stone Reliquary from Temple Site in Neungsan-ri,What is the significance of the stele found at the site?,It contains an inscription by Choe Chi-won,63.33
02961758,Stone Reliquary from Temple Site in Neungsan-ri,What was the purpose of the Godalsa Temple?,To house Buddhist relics,53.33
02971762,Five-story Stone Pagoda in Wanggung-ri,Who discovered the Five-story Stone Pagoda in Wanggung-ri?,Choe Chi-won,43.33
02971763,Five-story Stone Pagoda in Wanggung-ri,What kind of temple was built in front of the pagoda during the Unified Silla period?,Godalsa Temple,85.0
02971764,Five-story Stone Pagoda in Wanggung-ri,What is the significance of the inscription on the stele near the pagoda?,It provides information about the pagoda's construction and dedication.,78.33
02981768,Daeungjeon Hall and Ordination Platform of Tongdosa Temple,Who built the Daeungjeon Hall and Ordination Platform of Tongdosa Temple?,King Sejo,81.67
02981769,Daeungjeon Hall and Ordination Platform of Tongdosa Temple,What is the significance of the Ordination Platform in Korean Buddhism?,It is where monks receive their precepts and ordination.,66.67
02981770,Daeungjeon Hall and Ordination Platform of Tongdosa Temple,What is the name of the wooden fish-shaped percussion instrument located in front of the temple?,Moktak,53.33
02991774,Yonggam sugyeong (The Handy Mirror in the Dragon Shrine),Who is believed to have received the Yonggam sugyeong as a gift?,King Hyeonjong,85.0
02991775,Yonggam sugyeong (The Handy Mirror in the Dragon Shrine),Where is the Yonggam sugyeong currently housed?,National Museum of Korea,80.0
02991776,Yonggam sugyeong (The Handy Mirror in the Dragon Shrine),What material was used to create the Yonggam sugyeong?,Bronze,73.33
03001780,Documents of Sangwonsa Temple,Who is credited with the revival of Sangwonsa Temple in the 17th century?,Master Cheongdam,90.0
03001781,Documents of Sangwonsa Temple,What is the significance of the inscription on the stele located in Sangwonsa Temple?,It commemorates the restoration of the temple.,80.0
03011785,Gilt-bronze Standing Avalokitesvara Bodhisattva from Gyuam-ri,Where was the Gilt-bronze Standing Avalokitesvara Bodhisattva found?,Gyuam-ri,90.0
03011786,Gilt-bronze Standing Avalokitesvara Bodhisattva from Gyuam-ri,Who is believed to be the creator of this heritage?,Korean artisan,53.33
03011787,Gilt-bronze Standing Avalokitesvara Bodhisattva from Gyuam-ri,What is the significance of Avalokitesvara Bodhisattva in Buddhism?,Compassion and mercy,50.0
03021791,White Porcelain Bottle with Grass and Insect Design in Underglaze Iron,What is the dominant color of the White Porcelain Bottle with Grass and Insect Design in Underglaze Iron?,White,46.67
03021792,White Porcelain Bottle with Grass and Insect Design in Underglaze Iron,Who created the design on this White Porcelain Bottle with Grass and Insect Design in Underglaze Iron?,Unknown,76.67
03021793,White Porcelain Bottle with Grass and Insect Design in Underglaze Iron,What is the significance of the grass and insect design on this heritage?,Symbolic of nature and life.,73.33
03031797,Gilt-bronze Crown from Sinchon-ri,Where was the Gilt-bronze Crown from Sinchon-ri discovered?,Korea,60.0
03031798,Gilt-bronze Crown from Sinchon-ri,What historical period does this heritage date back to?,5th-6th century AD,76.67
03031799,Gilt-bronze Crown from Sinchon-ri,What was the significance of crowns like the Gilt-bronze Crown from Sinchon-ri in ancient Korea?,Symbol of power and authority,70.0
03041803,Hanging Painting of Chiljangsa Temple (Five Buddhas),Who is believed to have painted the hanging painting of Five Buddhas at Chiljangsa Temple?,Uigyeom,90.0
03041804,Hanging Painting of Chiljangsa Temple (Five Buddhas),What is the significance of the Five Buddhas depicted in the hanging painting?,They represent the five directions.,60.0
03051808,Hanging Painting of Ansimsa Temple (The Vulture Peak Assembly),Who painted the hanging painting of the Vulture Peak Assembly?,Kim Hong-do,80.0
03051809,Hanging Painting of Ansimsa Temple (The Vulture Peak Assembly),What is the significance of the Vulture Peak Assembly in Buddhist tradition?,It is where Buddha gave important teachings.,53.33
03051810,Hanging Painting of Ansimsa Temple (The Vulture Peak Assembly),What is the historical importance of Ansimsa Temple in Korea?,It is one of the oldest temples in the country.,53.33
03061814,Hanging Painting of Gapsa Temple (Buddha Triad),Who is one of the figures depicted in the Hanging Painting of Gapsa Temple?,Buddha,56.67
03061815,Hanging Painting of Gapsa Temple (Buddha Triad),What is the name of the temple where this heritage was found?,Gapsa Temple,80.0
03061816,Hanging Painting of Gapsa Temple (Buddha Triad),What material was used to create the Hanging Painting of Gapsa Temple?,Silk,60.0
03071820,Hanging Painting of Sinwonsa Temple (Rocana Buddha),Who is the central figure depicted in this heritage?,Rocana Buddha,80.0
03071821,Hanging Painting of Sinwonsa Temple (Rocana Buddha),What is the name of the temple where this hanging painting is located?,Sinwonsa Temple,76.67
03071822,Hanging Painting of Sinwonsa Temple (Rocana Buddha),What is the significance of Choe Chi-won in relation to this heritage?,He composed the inscription on the stele.,46.67
03081826,Hanging Painting of Janggoksa Temple (Maitreya Buddha),Who painted the Hanging Painting of Janggoksa Temple?,An Gyeon,80.0
03081827,Hanging Painting of Janggoksa Temple (Maitreya Buddha),What is the significance of the Hanging Painting of Janggoksa Temple in Korean Buddhism?,Oldest extant painting of Maitreya Buddha in Korea,85.0
03081828,Hanging Painting of Janggoksa Temple (Maitreya Buddha),What is the approximate age of the Hanging Painting of Janggoksa Temple?,9th century,85.0
03091832,Hanging Painting of Hwaeomsa Temple (The Vulture Peak Assembly),Who is credited with composing the inscription on the stele at Hwaeomsa Temple?,Choe Chi-won,60.0
03091833,Hanging Painting of Hwaeomsa Temple (The Vulture Peak Assembly),What is the name of the temple where this hanging painting is located?,Hwaeomsa Temple,76.67
03091834,Hanging Painting of Hwaeomsa Temple (The Vulture Peak Assembly),What is the theme of the painting depicted in this heritage?,The Vulture Peak Assembly,90.0
03101838,Hanging Painting of Cheonggoksa Temple (The Vulture Peak Assembly),Who painted the hanging painting of Cheonggoksa Temple?,Bae Sang-hwe,91.67
03101839,Hanging Painting of Cheonggoksa Temple (The Vulture Peak Assembly),What is the subject of the hanging painting of Cheonggoksa Temple?,The Vulture Peak Assembly,81.67
03101840,Hanging Painting of Cheonggoksa Temple (The Vulture Peak Assembly),Where is Cheonggoksa Temple located?,South Korea,53.33
03111844,Seungjeongwon ilgi (Diaries of the Royal Secretariat),What is the title of the diaries contained in this heritage?,Diaries of the Royal Secretariat,93.33
03111845,Seungjeongwon ilgi (Diaries of the Royal Secretariat),Who was responsible for keeping the diaries recorded in this heritage?,The Royal Secretariat,88.33
03111846,Seungjeongwon ilgi (Diaries of the Royal Secretariat),What was the purpose of maintaining the diaries in this heritage?,To document royal proceedings and decisions.,86.67
03121850,Jinnamgwan Hall,Who served as the headquarters for the Korean Navy during the Joseon Dynasty?,Jinnamgwan Hall,90.0
03121851,Jinnamgwan Hall,What is the significance of the Jinnamgwan Hall in Korean history?,Naval command center,88.33
03121852,Jinnamgwan Hall,What is the name of the official who managed the naval operations from the Jinnamgwan Hall?,Yi Sun-sin,85.0
03131856,Sebyeonggwan Hall,Who was the founder of Sebyeonggwan Hall?,King Yeongjo,85.0
03131857,Sebyeonggwan Hall,What was the original purpose of Sebyeonggwan Hall?,Banquet Hall,80.0
03131858,Sebyeonggwan Hall,"What is the significance of the name ""Sebyeonggwan""?","Sebyeonggwan means ""Hall of Cultivating Integrity.""",80.0
03141862,Samguk yusa (Memorabilia of the Three Kingdoms),Who is the author of 'Samguk yusa (Memorabilia of the Three Kingdoms)'?,Ilyeon,91.67
03141863,Samguk yusa (Memorabilia of the Three Kingdoms),Which Korean dynasty does 'Samguk yusa (Memorabilia of the Three Kingdoms)' primarily cover?,Goryeo,56.67
03141864,Samguk yusa (Memorabilia of the Three Kingdoms),What purpose does 'Samguk yusa (Memorabilia of the Three Kingdoms)' serve?,Collection of historical tales and legends,85.0
03151868,Samguk yusa (Memorabilia of the Three Kingdoms),Who is the author of 'Samguk yusa (Memorabilia of the Three Kingdoms)'?,Ilyeon,91.67
03151869,Samguk yusa (Memorabilia of the Three Kingdoms),What is the purpose of 'Samguk yusa (Memorabilia of the Three Kingdoms)'?,To record the history and legends of Korea,85.0
03151870,Samguk yusa (Memorabilia of the Three Kingdoms),Which kingdom does 'Samguk yusa (Memorabilia of the Three Kingdoms)' primarily focus on?,Goryeo,46.67
03161874,Samguk Yusa(Memorabilia of the Three Kingdos),Who is considered the author of the 'Samguk Yusa' (Memorabilia of the Three Kingdoms)?,Ilyeon,95.0
03161875,Samguk Yusa(Memorabilia of the Three Kingdos),What is the significance of the 'Samguk Yusa' (Memorabilia of the Three Kingdoms) in Korean history and culture?,"It contains historical records, legends, and folklore of the Three Kingdoms period in Korea.",85.0
03161876,Samguk Yusa(Memorabilia of the Three Kingdos),In what century was 'Samguk Yusa' (Memorabilia of the Three Kingdoms) compiled?,13th century,91.67
03171880,Samguk Yusa(Memorabilia of the Three Kingdos),Who is believed to have written 'Samguk Yusa'?,Ilyeon,95.0
03171881,Samguk Yusa(Memorabilia of the Three Kingdos),What does 'Samguk Yusa' mean in English?,Memorabilia of the Three Kingdoms,86.67
03171882,Samguk Yusa(Memorabilia of the Three Kingdos),In what language was 'Samguk Yusa' written?,Classical Chinese,80.0
03181886,Rock-carved Standing Buddha Triad in Dongmun-ri,Where is Dongmun-ri located?,Korea,40.0
03181887,Rock-carved Standing Buddha Triad in Dongmun-ri,Who is believed to have carved this heritage?,Unknown,63.33
03181888,Rock-carved Standing Buddha Triad in Dongmun-ri,What is the significance of the standing Buddha triad in Korean Buddhist art?,Represents the power of the Buddha.,60.0
03191892,Rock-carved Seated Buddha at Bungmireugam Hermitage of Daeheungsa Temple,Where is the Bungmireugam Hermitage located?,Daeheungsa Temple,73.33
03191893,Rock-carved Seated Buddha at Bungmireugam Hermitage of Daeheungsa Temple,Who is believed to have carved the Rock-carved Seated Buddha at Bungmireugam Hermitage?,Choe Chi-won,85.0
03191894,Rock-carved Seated Buddha at Bungmireugam Hermitage of Daeheungsa Temple,What is the significance of the Rock-carved Seated Buddha at Bungmireugam Hermitage?,Cultural heritage,80.0
03201898,White Porcelain Moon Jar,Who is credited with creating the White Porcelain Moon Jar?,Unknown,73.33
03201899,White Porcelain Moon Jar,What time period does the White Porcelain Moon Jar originate from?,Joseon Dynasty,86.67
03201900,White Porcelain Moon Jar,In which country was the White Porcelain Moon Jar traditionally used as a storage container?,Korea,81.67
03211904,White Porcelain Moon Jar,Who is credited with the creation of the White Porcelain Moon Jar?,Korean craftsmen,70.0
03211905,White Porcelain Moon Jar,What is the significance of the moon jar in Korean culture?,Symbol of purity and elegance,85.0
03211906,White Porcelain Moon Jar,Where is the White Porcelain Moon Jar typically displayed?,Museums and art galleries,60.0
03221910,Daeungjeon Hall of Bongjeongsa Temple,What is the name of this heritage?,Daeungjeon Hall,63.33
03221911,Daeungjeon Hall of Bongjeongsa Temple,Who founded Bongjeongsa Temple?,Uisang,76.67
03221912,Daeungjeon Hall of Bongjeongsa Temple,What is the significance of the Daeungjeon Hall within Bongjeongsa Temple?,Main prayer hall,80.0
03231916,Rock-carved Buddhas at Chilburam Hermitage in Namsan Mountain,Who is credited with creating the rock-carved Buddhas at Chilburam Hermitage?,Unknown,80.0
03231917,Rock-carved Buddhas at Chilburam Hermitage in Namsan Mountain,What is the location of the Chilburam Hermitage?,Namsan Mountain,66.67
03231918,Rock-carved Buddhas at Chilburam Hermitage in Namsan Mountain,What is the significance of the Godalsa Temple in relation to this heritage?,Associated with it,43.33
03241922,Mural Painting in Geungnakjeon Hall of Muwisa Temple,What is the name of the hall where the mural painting is located in this heritage?,Geungnakjeon Hall,83.33
03241923,Mural Painting in Geungnakjeon Hall of Muwisa Temple,Who is believed to have painted the mural in this heritage?,Unknown,73.33
03241924,Mural Painting in Geungnakjeon Hall of Muwisa Temple,What is the name of the temple where this heritage is located?,Muwisa Temple,63.33
03251928,Buddhist Painting of Songgwangsa Temple,Where is Songgwangsa Temple located?,South Korea,53.33
03251929,Buddhist Painting of Songgwangsa Temple,Who is the main figure depicted in the Buddhist painting of Songgwangsa Temple?,Buddha,66.67
03251930,Buddhist Painting of Songgwangsa Temple,What is the significance of Songgwangsa Temple in Korean Buddhism?,It is one of the Three Jewel Temples.,76.67
03261934,Stele of Buddhist Monk Jijeung at Bongamsa Temple,Who is the Buddhist monk depicted on the stele?,Jijeung,91.67
03261935,Stele of Buddhist Monk Jijeung at Bongamsa Temple,Where is the Bongamsa Temple located?,South Korea,53.33
03261936,Stele of Buddhist Monk Jijeung at Bongamsa Temple,What is the significance of the stele of Buddhist Monk Jijeung at Bongamsa Temple?,Honoring the monk's contributions to Buddhism,85.0
03271940,Geungnakjeon Hall of Hwaamsa Temple,Who is credited with the construction of the Geungnakjeon Hall?,Monk Doseon,85.0
03271941,Geungnakjeon Hall of Hwaamsa Temple,What is the purpose of the Geungnakjeon Hall within Hwaamsa Temple?,To enshrine Amitabha Buddha,80.0
03271942,Geungnakjeon Hall of Hwaamsa Temple,What significant event took place at the Geungnakjeon Hall in 1950 during the Korean War?,It was used as a shelter for displaced civilians.,81.67
03281946,Portrait of King Taejo of Joseon,Who is depicted in this portrait?,King Taejo of Joseon,90.0
03281947,Portrait of King Taejo of Joseon,In which dynasty did King Taejo of Joseon rule?,Joseon Dynasty,90.0
03281948,Portrait of King Taejo of Joseon,Who painted this portrait of King Taejo of Joseon?,Unknown,66.67
03291952,Sillabi Monument in Jungseong-ri,Who is believed to have built the Sillabi Monument in Jungseong-ri?,Choe Chi-won,90.0
03291953,Sillabi Monument in Jungseong-ri,What is the significance of the Sillabi Monument in Jungseong-ri?,It commemorates the founding of Silla.,80.0
03301957,Dongui bogam (Principles and Practice of Eastern Medicine),Who is considered the author of Dongui bogam?,Heo Jun,95.0
03301958,Dongui bogam (Principles and Practice of Eastern Medicine),What is the genre of Dongui bogam?,Medical book,90.0
03301959,Dongui bogam (Principles and Practice of Eastern Medicine),In which country was Dongui bogam created?,Korea,83.33
03311963,Dongui bogam (Principles and Practice of Eastern Medicine),Who is the author of 'Dongui bogam (Principles and Practice of Eastern Medicine)'?,Heo Jun,91.67
03311964,Dongui bogam (Principles and Practice of Eastern Medicine),In which country was 'Dongui bogam' first published?,Korea,91.67
03311965,Dongui bogam (Principles and Practice of Eastern Medicine),What is the significance of 'Dongui bogam' in the history of traditional Korean medicine?,It is considered a seminal text.,90.0
03321969,Dongui bogam (Principles and Practice of Eastern Medicine),Who is the author of 'Dongui bogam (Principles and Practice of Eastern Medicine)'?,Heo Jun,91.67
03321970,Dongui bogam (Principles and Practice of Eastern Medicine),In which century was 'Dongui bogam' written?,17th,91.67
03321971,Dongui bogam (Principles and Practice of Eastern Medicine),What is the significance of 'Dongui bogam' in Korean traditional medicine?,It is a comprehensive medical encyclopedia.,90.0
03331975,Worin cheongangjigok (Songs of the Moon’s Reflection on a Thousand Rivers),Who is the author of 'Worin cheongangjigok (Songs of the Moon’s Reflection on a Thousand Rivers)'?,Choe Chi-won,91.67
03331976,Worin cheongangjigok (Songs of the Moon’s Reflection on a Thousand Rivers),What is the title of the heritage mentioned in the description?,Worin cheongangjigok,80.0
03331977,Worin cheongangjigok (Songs of the Moon’s Reflection on a Thousand Rivers),What is the significance of the Godalsa Temple in Korean cultural history?,It is considered a masterpiece of Korean poetry.,33.33
03341981,Wooden Amitabha Buddha Altarpiece at Daeseungsa Temple,What is the name of the temple where this Wooden Amitabha Buddha Altarpiece is located?,Daeseungsa Temple,76.67
03341982,Wooden Amitabha Buddha Altarpiece at Daeseungsa Temple,What is the significance of the inscription on the stele in relation to the heritage?,It provides historical context,63.33
03341983,Wooden Amitabha Buddha Altarpiece at Daeseungsa Temple,Who is believed to have crafted this Wooden Amitabha Buddha Altarpiece?,An unnamed artisan,70.0
03351987,Samguk sagi(History of the Three Kingdoms),Who was the author of 'Samguk sagi (History of the Three Kingdoms)'?,Kim Bu-sik,91.67
03351988,Samguk sagi(History of the Three Kingdoms),In which country is 'Samguk sagi' considered a significant historical text?,Korea,91.67
03351989,Samguk sagi(History of the Three Kingdoms),What time period does 'Samguk sagi' cover?,Three Kingdoms period of Korea,86.67
03361993,Samguk sagi(History of the Three Kingdoms),Who is credited with compiling the historical records in 'Samguk sagi'?,Kim Bu-sik,90.0
03361994,Samguk sagi(History of the Three Kingdoms),Which three kingdoms are covered in 'Samguk sagi'?,"Goguryeo, Baekje, Silla",95.0
03371998,Stone Standing Maitreya Bodhisattva of Gwanchoksa Temple,Who is depicted in the stone statue of Gwanchoksa Temple?,Maitreya Bodhisattva,83.33
03371999,Stone Standing Maitreya Bodhisattva of Gwanchoksa Temple,Who is believed to have carved this stone statue?,Choe Chi-won,80.0
03372000,Stone Standing Maitreya Bodhisattva of Gwanchoksa Temple,What is the name of the temple where this stone statue is located?,Gwanchoksa Temple,80.0
03382004,Royal Certificate of Meritorious Subject Issued to Yi Je,Who was the Royal Certificate of Meritorious Subject issued to?,Yi Je,91.67
03382005,Royal Certificate of Meritorious Subject Issued to Yi Je,Who was the king that awarded the Royal Certificate of Meritorious Subject?,King Seonjo,90.0
03382006,Royal Certificate of Meritorious Subject Issued to Yi Je,What was Yi Je's contribution that led to the award of this certificate?,Efficacious services in the military,85.0
03392010,Gisa gyecheop (Album of Paintings of the Gatherings of Elders),Who created the 'Gisa gyecheop (Album of Paintings of the Gatherings of Elders)'?,An Gyeon,91.67
03392011,Gisa gyecheop (Album of Paintings of the Gatherings of Elders),What is the historical significance of this heritage?,It reflects the social and cultural life of the Goryeo period.,70.0
03392012,Gisa gyecheop (Album of Paintings of the Gatherings of Elders),What is the theme portrayed in the 'Gisa gyecheop'?,Gatherings of elders and scholars.,85.0
03402016,Celadon jar ’the 4th Chunhwa year’,What is the inscription on the Celadon jar?,The 4th Chunhwa year,91.67
03402017,Celadon jar ’the 4th Chunhwa year’,What period does the Celadon jar belong to?,Chunhwa era,76.67
03412021,Reliquary from Wangheungsa Temple Site,What is the name of the temple site where this reliquary was found?,Wangheungsa,91.67
03412022,Reliquary from Wangheungsa Temple Site,Who was the monk associated with this heritage?,Uicheon,91.67
03412023,Reliquary from Wangheungsa Temple Site,What was the purpose of the inscription on the stele found at the site?,Commemorating the construction of a pagoda,66.67
03422027,Daejangjeon Hall and Rotating Sutra Case of Yongmunsa Temple,Who is responsible for rotating the sutra case?,The monk in charge,56.67
03422028,Daejangjeon Hall and Rotating Sutra Case of Yongmunsa Temple,What is the significance of the Daejangjeon Hall in Korean Buddhism?,It is the main hall where important ceremonies are held.,66.67
03422029,Daejangjeon Hall and Rotating Sutra Case of Yongmunsa Temple,What is the name of the temple where this heritage is located?,Yongmunsa Temple,63.33
03432033,Rain Gauge of Chungcheong Provincial Office,Who is credited with the design of the Rain Gauge of Chungcheong Provincial Office?,King Sejong,90.0
03432034,Rain Gauge of Chungcheong Provincial Office,Where is the Rain Gauge of Chungcheong Provincial Office located?,Korea,50.0
03432035,Rain Gauge of Chungcheong Provincial Office,What purpose did the Rain Gauge of Chungcheong Provincial Office serve?,Monitoring rainfall for agricultural planning.,85.0
03442039,Rain Gauge Pedestal of Gyeongsang Provincial Office,Who was the Governor of Gyeongsang Province when this rain gauge pedestal was built?,Kim Yu-sin,50.0
03442040,Rain Gauge Pedestal of Gyeongsang Provincial Office,What purpose did the rain gauge serve at the Gyeongsang Provincial Office?,To measure rainfall for agricultural planning,80.0
03442041,Rain Gauge Pedestal of Gyeongsang Provincial Office,What is the significance of the inscription on the stele at the Gyeongsang Provincial Office?,It commemorates the construction of the rain gauge pedestal.,85.0
03452045,Rain Gauge Pedestal of Imunwon hall,What is the purpose of the Rain Gauge Pedestal of Imunwon hall?,To measure rainfall,90.0
03452046,Rain Gauge Pedestal of Imunwon hall,Who was responsible for measuring and recording the rainfall data in ancient Korea?,Royal astronomers,60.0
03452047,Rain Gauge Pedestal of Imunwon hall,What historical period does the Rain Gauge Pedestal of Imunwon hall belong to?,Goryeo Dynasty,85.0
03462051,Sumanotap Pagoda of Jeongamsa Temple,Who founded Jeongamsa Temple?,Uisang,66.67
03462052,Sumanotap Pagoda of Jeongamsa Temple,What is the significance of the Sumanotap Pagoda?,It commemorates the visit of the Tang Dynasty envoy.,81.67
03462053,Sumanotap Pagoda of Jeongamsa Temple,"What is the meaning of ""Sumanotap"" in the name of this heritage?",Pagoda of Sumeru Mountain,81.67
03472057,Dry-lacquered Seated Statue of Buddhist Monk Huirang at Haeinsa Temple,Where is the Dry-lacquered Seated Statue of Buddhist Monk Huirang located?,Haeinsa Temple,86.67
03472058,Dry-lacquered Seated Statue of Buddhist Monk Huirang at Haeinsa Temple,Who is depicted in this heritage?,Buddhist Monk Huirang,91.67
03472059,Dry-lacquered Seated Statue of Buddhist Monk Huirang at Haeinsa Temple,What technique was used to create this heritage?,Dry-lacquering,90.0
03482063,Gisa gyecheop (Album of Paintings of the Gatherings of Elders) and Case,What is the title of this heritage?,Gisa gyecheop (Album of Paintings of the Gatherings of Elders),80.0
03482064,Gisa gyecheop (Album of Paintings of the Gatherings of Elders) and Case,Who is credited with compiling the paintings in this heritage?,Kim Eun-ho,85.0
03482065,Gisa gyecheop (Album of Paintings of the Gatherings of Elders) and Case,What is the significance of the gatherings depicted in this heritage?,They represent the Confucian ideals of respect for elders and learning from the wisdom of the past.,85.0
03512081,Gilt-bronze Seated Bhaisajyaguru Buddha and Enshrined Votive Offerings of Janggoksa Temple in Cheongyang,Where is Janggoksa Temple located?,Cheongyang,63.33
03512082,Gilt-bronze Seated Bhaisajyaguru Buddha and Enshrined Votive Offerings of Janggoksa Temple in Cheongyang,Who is depicted in the central figure of this heritage?,Bhaisajyaguru Buddha,81.67
03512083,Gilt-bronze Seated Bhaisajyaguru Buddha and Enshrined Votive Offerings of Janggoksa Temple in Cheongyang,What is the significance of the Bhaisajyaguru Buddha in Buddhism?,Healing and Medicine Buddha,56.67
03542099,The Sarira Reliquaries of the West Pagoda at the Mireuksa Temple Site,Who is believed to have been enshrined in the Sarira Reliquaries?,Buddha,66.67
03542100,The Sarira Reliquaries of the West Pagoda at the Mireuksa Temple Site,What is the significance of the Mireuksa Temple Site in Korean history?,It is a UNESCO World Heritage Site,53.33
03542101,The Sarira Reliquaries of the West Pagoda at the Mireuksa Temple Site,What is the name of the pagoda at the Mireuksa Temple Site?,West Pagoda,73.33
